,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,ocean_proximity_encoded
322,36.0,847.0,212.0,567.0,159.0,1.1765,87100.0,NEAR BAY,1
323,42.0,541.0,154.0,380.0,123.0,2.3456,83500.0,NEAR BAY,1
324,44.0,1066.0,253.0,825.0,244.0,2.1538,79700.0,NEAR BAY,1
325,43.0,707.0,147.0,417.0,155.0,2.5139,83400.0,NEAR BAY,1
326,45.0,1528.0,291.0,801.0,287.0,1.2625,84700.0,NEAR BAY,1
327,42.0,909.0,215.0,646.0,198.0,2.9063,80000.0,NEAR BAY,1
328,43.0,1391.0,293.0,855.0,285.0,2.5192,76400.0,NEAR BAY,1
329,44.0,548.0,119.0,435.0,136.0,2.1111,79700.0,NEAR BAY,1
330,42.0,4074.0,874.0,2736.0,780.0,2.455,82400.0,NEAR BAY,1
331,41.0,1613.0,445.0,1481.0,414.0,2.4028,97700.0,NEAR BAY,1
332,47.0,463.0,134.0,327.0,137.0,2.15,97200.0,NEAR BAY,1
333,43.0,818.0,193.0,494.0,179.0,2.4776,101600.0,NEAR BAY,1
334,43.0,1473.0,371.0,1231.0,341.0,2.1587,86500.0,NEAR BAY,1
335,35.0,504.0,126.0,323.0,109.0,1.8438,90500.0,NEAR BAY,1
336,46.0,1026.0,226.0,749.0,225.0,3.0298,107600.0,NEAR BAY,1
337,46.0,769.0,183.0,693.0,178.0,2.25,84200.0,NEAR BAY,1
338,46.0,2103.0,391.0,1339.0,354.0,2.2467,88900.0,NEAR BAY,1
339,45.0,330.0,76.0,282.0,80.0,4.0469,80700.0,NEAR BAY,1
340,46.0,941.0,218.0,621.0,195.0,1.325,87100.0,NEAR BAY,1
341,38.0,992.0,264.5714383311513,732.0,259.0,1.6196,85100.0,NEAR BAY,1
342,45.0,990.0,261.0,901.0,260.0,2.1731,82000.0,NEAR BAY,1
343,36.0,1126.0,263.0,482.0,150.0,1.9167,82800.0,NEAR BAY,1
344,43.0,1036.0,233.0,652.0,213.0,2.069,84600.0,NEAR BAY,1
345,36.0,1047.0,214.0,651.0,166.0,1.712,82100.0,NEAR BAY,1
346,33.0,1280.0,307.0,999.0,286.0,2.5625,89300.0,NEAR BAY,1
347,43.0,1587.0,320.0,907.0,306.0,1.9821,98300.0,NEAR BAY,1
348,41.0,1257.0,271.0,828.0,230.0,2.5043,92300.0,NEAR BAY,1
349,44.0,1218.0,248.0,763.0,254.0,2.3281,88800.0,NEAR BAY,1
350,48.0,1751.0,390.0,935.0,349.0,1.4375,90000.0,NEAR BAY,1
351,45.0,2299.0,514.0,1437.0,484.0,2.5122,95500.0,NEAR BAY,1
352,38.0,2457.0,624.0,1516.0,482.0,1.5625,91700.0,NEAR BAY,1
353,47.0,998.0,211.0,597.0,185.0,3.1587,100400.0,NEAR BAY,1
354,40.0,1685.0,343.0,949.0,342.0,1.8426,94800.0,NEAR BAY,1
355,46.0,1827.0,307.0,881.0,302.0,4.6696,164300.0,NEAR BAY,1
356,36.0,2781.0,574.0,1438.0,519.0,2.4598,155500.0,NEAR BAY,1
357,39.0,1823.0,286.0,763.0,270.0,6.0749,196900.0,NEAR BAY,1
358,27.0,2229.0,365.0,1297.0,355.0,4.8304,279100.0,NEAR BAY,1
359,34.0,1513.0,231.0,545.0,211.0,5.5701,252800.0,NEAR BAY,1
360,26.0,3266.0,491.0,1222.0,533.0,5.37,275400.0,NEAR BAY,1
361,33.0,1809.0,261.0,808.0,219.0,6.86,250000.0,NEAR BAY,1
362,28.0,794.0,111.0,329.0,109.0,7.6923,329800.0,NEAR BAY,1
363,36.0,690.0,105.0,299.0,109.0,4.0313,195500.0,NEAR BAY,1
364,33.0,1334.0,200.0,579.0,202.0,6.8323,255900.0,NEAR BAY,1
365,30.0,414.0,54.0,137.0,50.0,4.975,311100.0,NEAR BAY,1
366,36.0,768.0,93.0,229.0,93.0,5.3602,330000.0,NEAR BAY,1
367,41.0,4400.0,666.0,1476.0,648.0,5.0,248900.0,NEAR BAY,1
368,46.0,954.0,161.0,429.0,154.0,2.925,142900.0,NEAR BAY,1
369,40.0,1445.0,256.0,849.0,255.0,3.8913,126300.0,NEAR BAY,1
370,44.0,1938.0,399.0,946.0,331.0,3.225,135800.0,NEAR BAY,1
371,41.0,856.0,178.0,571.0,191.0,3.1458,130600.0,NEAR BAY,1
372,24.0,1790.0,454.0,1137.0,386.0,2.537,107900.0,NEAR BAY,1
373,44.0,617.0,131.0,378.0,135.0,2.5568,111100.0,NEAR BAY,1
374,43.0,1383.0,275.0,853.0,272.0,3.5083,122000.0,NEAR BAY,1
375,49.0,1325.0,277.0,764.0,282.0,3.3125,118000.0,NEAR BAY,1
376,40.0,1227.0,294.0,928.0,261.0,1.8235,95200.0,NEAR BAY,1
377,35.0,667.0,140.0,406.0,133.0,3.8047,94300.0,NEAR BAY,1
378,34.0,1223.0,281.0,824.0,280.0,2.2917,92500.0,NEAR BAY,1
379,37.0,1379.0,287.0,835.0,259.0,2.4962,91800.0,NEAR BAY,1
380,43.0,1534.0,300.0,826.0,295.0,4.0417,109400.0,NEAR BAY,1
381,46.0,1029.0,181.0,567.0,211.0,3.4844,129500.0,NEAR BAY,1
382,52.0,771.0,147.0,355.0,144.0,4.1458,143400.0,NEAR BAY,1
383,47.0,824.0,223.0,533.0,166.0,2.625,98200.0,NEAR BAY,1
384,44.0,1097.0,239.0,609.0,215.0,2.0227,103100.0,NEAR BAY,1
385,49.0,1283.0,238.0,576.0,236.0,3.3333,276800.0,NEAR BAY,1
386,52.0,1604.0,263.0,594.0,286.0,5.338,270900.0,NEAR BAY,1
387,52.0,2248.0,422.0,870.0,377.0,3.4732,246200.0,NEAR BAY,1
388,38.0,2263.0,522.0,1027.0,509.0,3.5125,224200.0,NEAR BAY,1
389,52.0,1571.0,349.0,693.0,326.0,3.1375,229100.0,NEAR BAY,1
390,46.0,1520.0,402.0,815.0,375.0,2.8036,211600.0,NEAR BAY,1
391,15.0,5083.0,1212.0,2420.0,1146.0,4.5824,256100.0,NEAR BAY,1
392,36.0,1077.0,293.0,518.0,276.0,3.0208,206300.0,NEAR BAY,1
393,52.0,1248.0,283.0,620.0,275.0,4.0875,221300.0,NEAR BAY,1
394,42.0,1342.0,291.0,551.0,266.0,4.5268,207400.0,NEAR BAY,1
395,37.0,3061.0,930.0,2556.0,924.0,1.7375,350000.0,NEAR BAY,1
396,52.0,3171.0,698.0,1498.0,696.0,3.1795,218200.0,NEAR BAY,1
397,50.0,1211.0,261.0,523.0,227.0,3.8672,216700.0,NEAR BAY,1
398,52.0,979.0,175.0,374.0,153.0,5.1675,270600.0,NEAR BAY,1
399,52.0,2269.0,380.0,1004.0,371.0,5.1696,261400.0,NEAR BAY,1
400,52.0,1844.0,332.0,769.0,334.0,4.2614,261300.0,NEAR BAY,1
401,52.0,2178.0,421.0,940.0,423.0,5.0551,232200.0,NEAR BAY,1
402,42.0,1650.0,274.0,645.0,256.0,5.6228,375400.0,NEAR BAY,1
403,52.0,1927.0,279.0,705.0,288.0,7.8864,357300.0,NEAR BAY,1
404,52.0,2079.0,273.0,684.0,275.0,7.9556,374400.0,NEAR BAY,1
405,52.0,1803.0,240.0,572.0,236.0,6.174,358800.0,NEAR BAY,1
406,52.0,2041.0,270.0,671.0,253.0,6.9414,417500.0,NEAR BAY,1
407,52.0,3046.0,373.0,975.0,365.0,8.8342,430500.0,NEAR BAY,1
408,52.0,2318.0,328.0,779.0,312.0,7.1754,362900.0,NEAR BAY,1
409,52.0,2003.0,250.0,658.0,244.0,10.0825,397000.0,NEAR BAY,1
410,52.0,2261.0,328.0,819.0,335.0,4.9083,346800.0,NEAR BAY,1
411,52.0,1225.0,169.0,412.0,168.0,5.7912,327100.0,NEAR BAY,1
412,52.0,2315.0,408.0,835.0,369.0,4.5893,290100.0,NEAR BAY,1
413,52.0,2070.0,329.0,722.0,306.0,5.4171,292000.0,NEAR BAY,1
414,52.0,2616.0,473.0,1085.0,487.0,4.125,270900.0,NEAR BAY,1
415,52.0,2640.0,366.0,973.0,355.0,7.266,371100.0,NEAR BAY,1
416,52.0,1978.0,293.0,723.0,272.0,5.3989,335600.0,NEAR BAY,1
417,37.0,2220.0,335.0,903.0,362.0,7.8336,371300.0,NEAR BAY,1
418,41.0,1125.0,195.0,356.0,181.0,6.1593,344000.0,NEAR BAY,1
419,52.0,3078.0,494.0,1005.0,462.0,6.381,342200.0,NEAR BAY,1
420,52.0,3706.0,531.0,1205.0,504.0,6.6828,370900.0,NEAR BAY,1
421,37.0,3000.0,457.0,987.0,450.0,7.5385,350000.0,NEAR BAY,1
422,42.0,2863.0,460.0,1031.0,448.0,6.7138,368600.0,NEAR BAY,1
423,52.0,2551.0,417.0,894.0,404.0,6.2425,391800.0,NEAR BAY,1
424,52.0,2255.0,410.0,823.0,377.0,5.7979,415300.0,NEAR BAY,1
425,52.0,3360.0,648.0,1232.0,621.0,4.2813,284900.0,NEAR BAY,1
426,52.0,1693.0,391.0,669.0,367.0,3.5417,287500.0,NEAR BAY,1
427,44.0,2252.0,592.0,989.0,550.0,3.0132,272900.0,NEAR BAY,1
428,52.0,2495.0,491.0,1058.0,464.0,4.1429,259600.0,NEAR BAY,1
429,52.0,1193.0,200.0,506.0,207.0,4.1912,254500.0,NEAR BAY,1
430,52.0,1172.0,215.0,489.0,218.0,3.9167,235600.0,NEAR BAY,1
431,52.0,2159.0,424.0,824.0,388.0,3.8897,218400.0,NEAR BAY,1
432,48.0,2365.0,490.0,1034.0,475.0,3.1065,229200.0,NEAR BAY,1
433,46.0,1895.0,442.0,920.0,425.0,2.9926,192100.0,NEAR BAY,1
434,52.0,1650.0,395.0,841.0,380.0,3.556,179300.0,NEAR BAY,1
435,45.0,453.0,146.0,749.0,137.0,1.475,187500.0,NEAR BAY,1
436,52.0,409.0,97.0,208.0,98.0,1.6971,138800.0,NEAR BAY,1
437,10.0,503.0,118.0,228.0,100.0,2.1705,150000.0,NEAR BAY,1
438,50.0,499.0,127.0,287.0,128.0,2.75,140600.0,NEAR BAY,1
439,52.0,477.0,119.0,218.0,106.0,2.5682,120000.0,NEAR BAY,1
440,46.0,1647.0,376.0,854.0,355.0,2.9,144800.0,NEAR BAY,1
441,52.0,3123.0,749.0,1695.0,684.0,2.2208,144800.0,NEAR BAY,1
442,52.0,957.0,188.0,403.0,172.0,3.2344,245500.0,NEAR BAY,1
443,52.0,589.0,132.0,288.0,131.0,3.5156,200000.0,NEAR BAY,1
444,49.0,2026.0,548.0,963.0,521.0,1.9805,173700.0,NEAR BAY,1
445,50.0,1829.0,536.0,1129.0,516.0,2.6684,185600.0,NEAR BAY,1
446,52.0,895.0,198.0,386.0,204.0,3.875,182600.0,NEAR BAY,1
447,52.0,1909.0,416.0,811.0,406.0,3.006,227900.0,NEAR BAY,1
448,46.0,3022.0,696.0,1293.0,675.0,2.543,220700.0,NEAR BAY,1
449,46.0,1777.0,446.0,805.0,431.0,2.8676,212000.0,NEAR BAY,1
450,52.0,2803.0,930.0,1372.0,876.0,2.1907,271400.0,NEAR BAY,1
451,30.0,1465.0,439.0,862.0,425.0,1.7778,268800.0,NEAR BAY,1
452,37.0,2619.0,682.0,1152.0,616.0,2.52,277800.0,NEAR BAY,1
453,52.0,1149.0,255.0,483.0,249.0,4.2788,332500.0,NEAR BAY,1
454,52.0,2363.0,604.0,1558.0,573.0,2.944,338900.0,NEAR BAY,1
455,52.0,2604.0,837.0,1798.0,769.0,1.725,287500.0,NEAR BAY,1
456,41.0,685.0,141.0,266.0,123.0,5.2289,384600.0,NEAR BAY,1
457,42.0,1756.0,465.0,2184.0,422.0,2.5562,371400.0,NEAR BAY,1
458,52.0,1204.0,460.0,2016.0,477.0,0.949,350000.0,NEAR BAY,1
459,52.0,609.0,236.0,1349.0,250.0,1.1696,500001.0,NEAR BAY,1
460,52.0,1087.0,371.0,3337.0,350.0,1.4012,175000.0,NEAR BAY,1
461,52.0,2773.0,998.0,1721.0,949.0,1.1859,241700.0,NEAR BAY,1
462,35.0,3218.0,1108.0,1675.0,1000.0,1.7464,216700.0,NEAR BAY,1
463,49.0,1350.0,368.0,707.0,350.0,2.8846,211300.0,NEAR BAY,1
464,52.0,3084.0,698.0,1424.0,694.0,2.7372,210200.0,NEAR BAY,1
465,52.0,938.0,195.0,393.0,189.0,3.8594,196400.0,NEAR BAY,1
466,52.0,1813.0,353.0,828.0,339.0,3.5625,191700.0,NEAR BAY,1
467,52.0,1233.0,300.0,571.0,292.0,2.2788,182300.0,NEAR BAY,1
468,44.0,2539.0,755.0,1382.0,713.0,2.537,175000.0,NEAR BAY,1
469,46.0,1267.0,324.0,792.0,321.0,2.525,165900.0,NEAR BAY,1
470,52.0,1665.0,404.0,815.0,372.0,1.9946,156900.0,NEAR BAY,1
471,52.0,1659.0,367.0,788.0,346.0,2.8214,164300.0,NEAR BAY,1
472,52.0,2225.0,460.0,1145.0,430.0,2.6165,150000.0,NEAR BAY,1
473,50.0,2485.0,607.0,1354.0,563.0,1.9483,150500.0,NEAR BAY,1
474,52.0,2031.0,450.0,958.0,445.0,1.9327,169900.0,NEAR BAY,1
475,49.0,2932.0,668.0,1361.0,608.0,1.9798,147400.0,NEAR BAY,1
476,52.0,2246.0,472.0,1005.0,449.0,2.4167,152700.0,NEAR BAY,1
477,49.0,2052.0,435.0,924.0,414.0,2.5417,182700.0,NEAR BAY,1
478,52.0,1999.0,417.0,780.0,358.0,3.3906,179300.0,NEAR BAY,1
479,52.0,3007.0,691.0,1582.0,636.0,2.5652,157700.0,NEAR BAY,1
480,41.0,2214.0,550.0,1213.0,568.0,2.2845,153100.0,NEAR BAY,1
481,52.0,1088.0,305.0,486.0,267.0,2.6071,250000.0,NEAR BAY,1
482,52.0,834.0,186.0,494.0,175.0,3.15,206300.0,NEAR BAY,1
483,52.0,1769.0,372.0,849.0,365.0,2.6914,218800.0,NEAR BAY,1
484,52.0,2307.0,583.0,1127.0,548.0,1.8447,198200.0,NEAR BAY,1
485,35.0,5161.0,1744.0,3276.0,1742.0,1.6307,253600.0,NEAR BAY,1
486,52.0,3497.0,832.0,1493.0,794.0,2.9044,257400.0,NEAR BAY,1
487,52.0,3774.0,744.0,1461.0,679.0,2.9405,289500.0,NEAR BAY,1
488,52.0,2888.0,604.0,1253.0,538.0,3.3893,241700.0,NEAR BAY,1
489,48.0,2153.0,517.0,1656.0,459.0,3.0417,489600.0,NEAR BAY,1
490,52.0,1389.0,191.0,514.0,202.0,7.0897,446200.0,NEAR BAY,1
491,52.0,1709.0,318.0,719.0,295.0,5.0463,456300.0,NEAR BAY,1
492,52.0,1587.0,444.0,878.0,449.0,1.7652,336800.0,NEAR BAY,1
493,52.0,1668.0,225.0,517.0,214.0,7.8521,500001.0,NEAR BAY,1
494,52.0,3726.0,474.0,1366.0,496.0,9.3959,500001.0,NEAR BAY,1
495,52.0,4048.0,663.0,1316.0,590.0,5.3794,376900.0,NEAR BAY,1
496,52.0,3618.0,768.0,1508.0,755.0,3.2619,309600.0,NEAR BAY,1
497,52.0,4076.0,920.0,1800.0,815.0,2.7054,182300.0,NEAR BAY,1
498,47.0,2077.0,400.0,719.0,326.0,2.2431,172700.0,NEAR BAY,1
499,50.0,1279.0,300.0,675.0,255.0,1.9028,150800.0,NEAR BAY,1
500,52.0,1974.0,426.0,875.0,363.0,1.5817,153600.0,NEAR BAY,1
501,52.0,335.0,83.0,152.0,77.0,2.2841,106300.0,NEAR BAY,1
502,47.0,1375.0,307.0,843.0,319.0,1.3785,142300.0,NEAR BAY,1
503,52.0,610.0,145.0,281.0,132.0,2.9018,119400.0,NEAR BAY,1
504,44.0,1025.0,198.0,506.0,204.0,1.73,147900.0,NEAR BAY,1
505,48.0,2063.0,484.0,1054.0,466.0,2.2625,132900.0,NEAR BAY,1
506,35.0,1872.0,419.0,1017.0,414.0,2.2106,132500.0,NEAR BAY,1
507,52.0,3108.0,813.0,1623.0,765.0,2.6997,126900.0,NEAR BAY,1
508,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,143800.0,NEAR BAY,1
509,52.0,2990.0,379.0,947.0,361.0,7.8772,500001.0,NEAR BAY,1
510,39.0,2492.0,310.0,808.0,315.0,11.8603,500001.0,NEAR BAY,1
511,42.0,2991.0,335.0,1018.0,335.0,13.499,500001.0,NEAR BAY,1
512,52.0,3242.0,366.0,1001.0,352.0,12.2138,500001.0,NEAR BAY,1
513,52.0,3051.0,381.0,1005.0,369.0,8.1872,466100.0,NEAR BAY,1
514,52.0,3494.0,396.0,1192.0,383.0,12.3804,500001.0,NEAR BAY,1
515,52.0,1757.0,246.0,585.0,227.0,5.8948,457800.0,NEAR BAY,1
516,52.0,2449.0,312.0,916.0,316.0,8.1194,471600.0,NEAR BAY,1
517,52.0,1611.0,203.0,556.0,179.0,8.7477,500001.0,NEAR BAY,1
518,52.0,3665.0,517.0,1470.0,520.0,6.155,398600.0,NEAR BAY,1
519,52.0,2474.0,403.0,1104.0,398.0,5.883,340700.0,NEAR BAY,1
520,52.0,3037.0,516.0,1242.0,518.0,5.2128,289900.0,NEAR BAY,1
521,52.0,2269.0,323.0,805.0,321.0,4.7188,335300.0,NEAR BAY,1
522,52.0,1316.0,177.0,378.0,162.0,5.2915,333000.0,NEAR BAY,1
523,52.0,1153.0,235.0,481.0,223.0,2.6411,241000.0,NEAR BAY,1
524,52.0,772.0,179.0,409.0,160.0,3.3214,189600.0,NEAR BAY,1
525,52.0,1711.0,386.0,885.0,373.0,3.6417,206300.0,NEAR BAY,1
526,52.0,2650.0,566.0,1468.0,567.0,3.0161,215700.0,NEAR BAY,1
527,52.0,1038.0,220.0,482.0,215.0,3.1771,210200.0,NEAR BAY,1
528,52.0,1527.0,320.0,825.0,264.0,3.4531,208800.0,NEAR BAY,1
529,52.0,859.0,157.0,429.0,158.0,4.3098,197900.0,NEAR BAY,1
530,52.0,970.0,217.0,528.0,208.0,3.3438,201300.0,NEAR BAY,1
531,52.0,1045.0,239.0,496.0,216.0,2.9213,190800.0,NEAR BAY,1
532,52.0,1408.0,280.0,718.0,265.0,2.6806,207900.0,NEAR BAY,1
533,52.0,1222.0,264.0,630.0,265.0,3.7708,215300.0,NEAR BAY,1
534,45.0,1169.0,263.0,723.0,286.0,3.9444,212900.0,NEAR BAY,1
535,13.0,2020.0,535.0,959.0,486.0,5.2601,292700.0,NEAR BAY,1
536,30.0,4145.0,869.0,3668.0,855.0,2.5444,275000.0,NEAR BAY,1
537,42.0,2038.0,368.0,2037.0,355.0,2.6447,200000.0,NEAR BAY,1
538,29.0,5154.0,1303.7123467066467,3741.0,1273.0,2.5762,173400.0,NEAR BAY,1
539,42.0,1241.0,309.0,821.0,300.0,1.9427,102200.0,NEAR BAY,1
540,52.0,1468.0,363.0,870.0,347.0,2.9688,220800.0,NEAR BAY,1
541,27.0,3997.0,1073.0,1901.0,966.0,3.75,242800.0,NEAR BAY,1
542,18.0,2873.0,763.0,1243.0,663.0,5.1702,265400.0,NEAR BAY,1
543,50.0,1487.0,306.0,730.0,327.0,2.5139,219000.0,NEAR BAY,1
544,52.0,1670.0,350.0,793.0,299.0,2.9732,282100.0,NEAR BAY,1
545,52.0,2252.0,388.0,1033.0,434.0,5.5337,372000.0,NEAR BAY,1
546,52.0,1731.0,377.0,872.0,363.0,4.1667,225800.0,NEAR BAY,1
547,52.0,1710.0,481.0,849.0,457.0,2.7115,220800.0,NEAR BAY,1
548,52.0,2388.0,559.0,1121.0,518.0,3.3269,234500.0,NEAR BAY,1
549,52.0,2156.0,458.0,872.0,445.0,3.2685,254200.0,NEAR BAY,1
550,52.0,1565.0,315.0,637.0,297.0,4.7778,351800.0,NEAR BAY,1
551,52.0,1704.0,371.0,663.0,340.0,4.226,275000.0,NEAR BAY,1
552,52.0,1210.0,168.0,411.0,172.0,3.3571,405400.0,NEAR BAY,1
553,52.0,2097.0,444.0,915.0,413.0,2.9899,228100.0,NEAR BAY,1
554,52.0,1848.0,479.0,921.0,477.0,2.875,234000.0,NEAR BAY,1
555,43.0,955.0,284.0,585.0,266.0,2.3882,162500.0,NEAR BAY,1
556,43.0,4329.0,1110.0,2086.0,1053.0,2.975,243400.0,NEAR BAY,1
557,52.0,3011.0,542.0,1303.0,535.0,5.1039,273800.0,NEAR BAY,1
558,52.0,1049.0,185.0,374.0,176.0,4.1458,248500.0,NEAR BAY,1
559,52.0,2504.0,516.0,979.0,472.0,3.4762,244000.0,NEAR BAY,1
560,52.0,1846.0,471.0,827.0,446.0,2.6833,240900.0,NEAR BAY,1
561,52.0,1705.0,246.0,658.0,253.0,5.75,306300.0,NEAR BAY,1
562,50.0,1542.0,289.0,654.0,268.0,3.9632,240000.0,NEAR BAY,1
563,45.0,891.0,163.65790324533972,384.0,146.0,4.9489,247100.0,NEAR BAY,1
564,27.0,4051.0,753.0,1499.0,797.0,4.8711,286600.0,NEAR BAY,1
565,52.0,2646.0,581.0,1128.0,522.0,3.0718,266700.0,NEAR BAY,1
566,49.0,2428.0,525.0,1110.0,492.0,3.6719,229800.0,NEAR BAY,1
567,52.0,2567.0,436.0,1119.0,415.0,4.6094,229300.0,NEAR BAY,1
568,21.0,7031.0,1249.0,2930.0,1235.0,4.5213,228400.0,NEAR BAY,1
569,25.0,1914.0,365.0,897.0,390.0,4.4562,206200.0,NEAR BAY,1
570,5.0,18634.0,2885.0,7427.0,2718.0,7.611,350700.0,NEAR BAY,1
571,31.0,5785.0,1379.0,2973.0,1312.0,3.2689,231000.0,NEAR BAY,1
572,52.0,2876.0,648.0,1340.0,632.0,3.567,252900.0,NEAR BAY,1
573,28.0,6909.0,1554.0,2974.0,1484.0,3.6875,353900.0,NEAR BAY,1
574,23.0,5679.0,1270.0,2690.0,1151.0,4.7695,291700.0,NEAR BAY,1
575,20.0,1156.0,365.0,583.0,326.0,3.1972,100000.0,NEAR BAY,1
576,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,341600.0,NEAR BAY,1
577,5.0,3596.0,467.0,1738.0,512.0,7.0568,412500.0,NEAR BAY,1
578,36.0,3541.0,570.0,1478.0,529.0,4.635,248600.0,NEAR BAY,1
579,40.0,1808.0,302.0,746.0,270.0,5.3015,254900.0,NEAR BAY,1
580,36.0,2879.0,480.0,1235.0,455.0,4.9801,241500.0,NEAR BAY,1
581,26.0,3204.0,477.0,1411.0,484.0,5.4834,295200.0,NEAR BAY,1
582,31.0,3866.0,531.0,1368.0,521.0,6.187,340400.0,NEAR BAY,1
583,32.0,2476.0,368.0,1048.0,367.0,5.6194,274700.0,NEAR BAY,1
584,35.0,2211.0,350.0,1004.0,365.0,5.4639,238600.0,NEAR BAY,1
585,35.0,2663.0,387.0,1086.0,367.0,5.1498,266400.0,NEAR BAY,1
586,30.0,2599.0,366.0,922.0,350.0,5.8382,330200.0,NEAR BAY,1
587,36.0,4569.0,824.0,1950.0,819.0,4.65,206800.0,NEAR BAY,1
588,25.0,2973.0,622.0,1413.0,595.0,4.3819,209200.0,NEAR BAY,1
589,30.0,3115.0,625.0,1444.0,568.0,3.7222,195800.0,NEAR BAY,1
590,31.0,1843.0,282.0,749.0,269.0,5.2855,253500.0,NEAR BAY,1
591,31.0,2053.0,336.0,867.0,329.0,4.3375,241800.0,NEAR BAY,1
592,27.0,6740.0,1073.0,2723.0,1035.0,5.2131,252500.0,NEAR BAY,1
593,30.0,1751.0,269.0,731.0,263.0,6.005,263900.0,NEAR BAY,1
594,38.0,1663.0,295.0,781.0,301.0,5.0519,227000.0,NEAR BAY,1
595,38.0,3716.0,657.0,1784.0,652.0,4.8237,220900.0,NEAR BAY,1
596,32.0,2718.0,447.0,1156.0,410.0,5.2497,259300.0,NEAR BAY,1
597,39.0,1420.0,272.0,645.0,277.0,4.125,232500.0,NEAR BAY,1
598,37.0,1893.0,310.0,821.0,315.0,4.6005,231600.0,NEAR BAY,1
599,33.0,3906.0,790.0,1912.0,770.0,3.5187,209400.0,NEAR BAY,1
600,32.0,3400.0,736.0,1487.0,694.0,3.0,223200.0,NEAR BAY,1
601,25.0,3402.0,758.0,1645.0,710.0,3.4934,209900.0,NEAR BAY,1
602,33.0,4413.0,1107.0,2239.0,1051.0,2.9861,208200.0,NEAR BAY,1
603,29.0,2304.0,618.0,1021.0,552.0,2.5362,203800.0,NEAR BAY,1
604,36.0,2350.0,499.0,1105.0,467.0,3.3021,195700.0,NEAR BAY,1
605,31.0,5914.0,1309.0,2999.0,1295.0,3.0964,190500.0,NEAR BAY,1
606,43.0,1575.0,324.0,740.0,284.0,2.8512,181000.0,NEAR BAY,1
607,42.0,1414.0,274.0,629.0,244.0,3.3478,184900.0,NEAR BAY,1
608,37.0,848.0,202.0,314.0,205.0,2.3958,190800.0,NEAR BAY,1
609,15.0,3051.0,685.0,1479.0,668.0,3.5295,242200.0,NEAR BAY,1
610,20.0,4296.0,817.0,1732.0,800.0,4.8036,188300.0,NEAR BAY,1
611,52.0,2898.0,557.0,1338.0,550.0,3.851,183500.0,NEAR BAY,1
612,52.0,1071.0,201.0,440.0,192.0,4.0662,204200.0,NEAR BAY,1
613,51.0,2619.0,403.0,922.0,393.0,4.6042,251900.0,NEAR BAY,1
614,49.0,1494.0,316.0,611.0,288.0,2.2,187500.0,NEAR BAY,1
615,52.0,2260.0,416.0,994.0,412.0,4.1164,198200.0,NEAR BAY,1
616,52.0,1394.0,223.0,545.0,230.0,3.95,219000.0,NEAR BAY,1
617,52.0,1028.0,129.0,317.0,143.0,4.9135,275000.0,NEAR BAY,1
618,45.0,3758.0,819.0,1573.0,736.0,2.8355,245400.0,NEAR BAY,1
619,46.0,2163.0,470.0,925.0,435.0,3.25,177500.0,NEAR BAY,1
620,49.0,1699.0,408.0,768.0,385.0,2.8301,171600.0,NEAR BAY,1
621,52.0,1555.0,289.0,620.0,292.0,3.7159,183300.0,NEAR BAY,1
622,52.0,1114.0,206.0,425.0,207.0,2.5625,175000.0,NEAR BAY,1
623,45.0,1498.0,313.0,1003.0,305.0,3.8047,156700.0,NEAR BAY,1
624,45.0,726.0,147.0,519.0,135.0,3.375,157500.0,NEAR BAY,1
625,38.0,890.0,200.0,481.0,198.0,3.244,179800.0,NEAR BAY,1
626,36.0,2639.0,533.0,1209.0,519.0,4.0268,205500.0,NEAR BAY,1
627,35.0,2562.0,554.0,1398.0,525.0,3.3906,178900.0,NEAR BAY,1
628,36.0,361.0,69.0,158.0,58.0,5.5461,262500.0,NEAR BAY,1
629,42.0,3008.0,659.0,1817.0,664.0,3.371,165000.0,NEAR BAY,1
630,46.0,1369.0,284.0,766.0,289.0,3.5313,159700.0,NEAR BAY,1
631,5.0,1692.0,398.0,814.0,328.0,3.663,158300.0,NEAR BAY,1
632,38.0,1007.0,245.0,618.0,239.0,2.875,144800.0,NEAR BAY,1
633,43.0,3783.0,814.0,2139.0,789.0,4.0202,166300.0,NEAR BAY,1
634,37.0,1507.0,242.0,632.0,253.0,4.5553,191000.0,NEAR BAY,1
635,36.0,666.0,132.0,366.0,134.0,3.4643,175000.0,NEAR BAY,1
636,10.0,2229.0,601.0,877.0,485.0,3.3431,137500.0,NEAR BAY,1
637,28.0,2215.0,587.0,830.0,573.0,2.1898,141700.0,NEAR BAY,1
638,31.0,1616.0,372.0,739.0,379.0,2.9097,210900.0,NEAR BAY,1
639,47.0,1190.0,251.0,540.0,266.0,3.375,198300.0,NEAR BAY,1
640,29.0,4169.0,1047.0,2024.0,962.0,2.8125,157400.0,NEAR BAY,1
641,52.0,2024.0,320.0,823.0,334.0,5.0,264700.0,NEAR BAY,1
642,38.0,1723.0,394.0,711.0,353.0,3.0673,218400.0,NEAR BAY,1
643,43.0,2264.0,390.0,931.0,368.0,3.8125,235100.0,NEAR BAY,1
644,33.0,1996.0,268.0,686.0,270.0,6.9096,341800.0,NEAR BAY,1
